variant,seed,rate,pattern,total_count,excluded_label_zero,count,weighted_f1
Uniform,70,0.3,AT,86,4,82,0.8377542187008692
Uniform,70,0.3,ATV,235,7,228,0.8717261007868743
Uniform,70,0.4,V,70,2,68,0.7079463364293084
Uniform,70,0.4,T,82,5,77,0.867917267917268
Uniform,70,0.4,TV,95,5,90,0.8645887445887446
Uniform,70,0.4,A,83,6,77,0.6571693612509939
Uniform,70,0.4,AV,107,3,104,0.5463906012686501
Uniform,70,0.4,AT,109,5,104,0.8346906489539717
Uniform,70,0.4,ATV,140,4,136,0.8885326067163511
Uniform,70,0.5,V,113,8,105,0.6404033041788144
Uniform,70,0.5,T,118,8,110,0.8147382920110193
Uniform,70,0.5,TV,84,3,81,0.902840765936004
Uniform,70,0.5,A,128,5,123,0.5856417430366332
Uniform,70,0.5,AV,84,3,81,0.6676852559205502
Uniform,70,0.5,AT,86,1,85,0.8567474048442907
Uniform,70,0.5,ATV,73,2,71,0.9285575202366272
Uniform,70,0.6,V,116,6,110,0.6381818181818182
Uniform,70,0.6,T,164,6,158,0.8677295987072446
Uniform,70,0.6,TV,62,1,61,0.7871153293068737
Uniform,70,0.6,A,150,7,143,0.6019792529745136
Uniform,70,0.6,AV,75,2,73,0.5575582792597932
Uniform,70,0.6,AT,80,5,75,0.8244224659833363
Uniform,70,0.6,ATV,39,3,36,0.8601398601398602
Uniform,70,0.7,V,194,11,183,0.6176919421751924
Uniform,70,0.7,T,175,7,168,0.8435389087563
Uniform,70,0.7,TV,41,0,41,0.8566738139908873
Uniform,70,0.7,A,176,7,169,0.6881121455550089
Uniform,70,0.7,AV,35,3,32,0.5335960960960962
Uniform,70,0.7,AT,54,2,52,0.9031692944736422
Uniform,70,0.7,ATV,11,0,11,1.0
